userId	nickname	likedCount	content
377800473	纯白布拉拉	2	这首歌本来就是周写给蔡的哇，非要计较的话，这首歌就是属于蔡的
377800473	纯白布拉拉	2	真不要这样说，容易打脸~~
35143334	hhheeeu	0	麻吉弟弟是个小女孩？
419810365	车行自么什要	0	这作曲，杰伦还能写的出不
314844026	游来一只鱼1889	1	麻吉弟弟
527835459	逆光行走的神明大人	0	回忆
257683864	peppermint_tea	0	那画面太美我不敢看
1410914801	SannyHH	0	捷克
401316508	Dr_PeterPaker	0	请问，与周董合唱的小朋友是谁？
420079386	吃人的肥兔子	0	我可以惹
1628414268	silverbulletttt	0	风格不一样啊
108043744	趙山遷	7	听周董的歌回忆一下青春竟然要到这里来蹭[大哭]
317461299	来自平行宇宙的史上最萌小天使	8	今天听歌，突然听到了周杰伦的声音，我以为我的手机自动下了别的APP[多多捂脸][多多捂脸]
468955706	确认一下名字	0	还好不是杰伦的不然听不了了
300140992	梦梦酱卡哇伊	0	好听
409731339	SuprMarl	0	可以吗？
631594140	金珠美_	0	熟悉的声音
602280808	老李头的王大宝	0	⊙?⊙！可能是吧
1611981088	温文尔雅柳大大	2	怎么周杰伦的歌，变成蔡依林了？
305952576	kotom	0	哇，你爹妈就把你生成这个没有教养的模样吗？
1519739093	哈哈哈哈哈德森	2	网易云  我想听周杰伦  所以
117523592	野哥哥的小仙女	0	啊啊啊啊啊，我不懂。不好意思哦！
80602740	叭比叭比Q_	0	双j我的青春
1783870236	左洛复1904	4	咱先换个4G，2G真的卡
350135244	-善有惡報-	2	去年杰伦跟网易因为版权的事闹那么大，不知道?
350135244	-善有惡報-	2	你活在梦里?
1596629904	孤梦不生i	0	周杰伦:“你不说我自己都没注意”
602280808	老李头的王大宝	1	为啥周杰伦的歌都没版权了
530368386	青青一米八	0	蔡依林是女王呀 怕什么
1561675500	平庸又平凡	0	[多多捂脸]
367829084	卒迹CC	0	我就在布拉格广场，但是许愿池呢？
1700748056	伖情客串-	0	你可真逗
1850106695	一個人的帥氣	0	那画面太美我不敢看
88774796	Fcccm	0	万恶之源+1
1715016286	最爱红叶林	0	喜欢这首歌，像极了爱情的样子，双J的美好回忆，
506830968	小夏是我-	0	咪咕
327574570	这个微笑由我来守护丶	0	网易云从来就不是靠某个人的版权而活，爱用不用，不用gun，
1848015071	我的名字叫掌上明珠	1	对，她的屋顶，蓝色雨，夏天的风都很好听
448965255	贰鱼__	0	我去，这音调在这里
1726876119	离弦江外	0	那年我出生了!
301285757	天泽1286	0	谢谢
117247131	啊丶我的眼睛	2	想起了夕阳下的奔跑，那是我逝去的青春……
1840371941	日本天皇mate川	0	qq music
104350820	笨笨很笨笨	0	闹
104350820	笨笨很笨笨	1	右手边直走 看到公厕进去 低下头 双手合十 闭上眼 请许愿
104350820	笨笨很笨笨	0	蔡大嘴又不靠唱歌赚钱 人家投资 身价比周董不差
104350820	笨笨很笨笨	0	04年我高中
104350820	笨笨很笨笨	4	人固有一死 而有的人需要一点小小的帮助
476834098	呢啊啊恩	0	小孩rap的挺好听
1343131131	一加一合计	0	青春啊青春
272600788	胡椒大人啊	0	童年觉得最诡异的一首歌，从编曲到作词有种莫名其妙魔性之感。尤其是间奏，简直中毒。
351648749	老子的爱你收好QWQ	0	我只能听到，这首‘秘密花园’??
342869626	小献献献	0	哪个app呢？
1736073912	FredreichXI	0	老了。。谁都会怀念的 因为我已经开始难受了??
539448948	炙热先生	0	JAY所有歌都有需要发你，只给杰迷。[爱心]
559079980	佳佳的小跟班_	0	现在又过了四年
581900207	地狱裂魂狼	9	网易云连周杰伦版权都没 还办什么网站[多多无语]
512495793	今天花yu	0	看到这段字三遍了，依然谢谢
1648273129	礼文相待	0	想起来高中的时候
375953659	Iss_Bell	0	莫名想到Jelena
102102352	啸西风之骑士	0	还有骑士精神
1377540193	原来你不再这里	0	发现一个80后
272564686	L忒修斯诺克	0	有，但是要vip才可以听，不能下载
98766917	老琪l	0	5.26杰伦麦田有没有要票的
54266765	山坡狼	1	网易云吃相难看，杰伦的公司多次警告不改，就是之前的事情，具体可以百度??
106917526	琨丶堃丶髡丶	0	求周杰伦的原曲伴奏啊，不带唱就纯背景音乐那种。Jay 的作曲光听伴奏都是享受
350099355	宋我回家	0	不舍得花钱吧
1489652151	晴遇0803	2	我只想知道为什么网易云没有周杰伦那么多版权
425036552	不打球来不听歌	0	天上掉下个猪八戒？
1850721884	莫与贫僧抢道长	0	记得当时中学的时候在看一本小说的时候看到这首歌的歌词，当时没听过这首歌，找了好久也没找到，没想到今天偶然听到了，好想在看一遍那本小说啊
565719954	Vanish十	1	问一下周杰伦的歌在哪个App？
120476633	哔哔哩哩哔	1	这是不是网易云唯一有周杰伦的歌
82691813	大熊汽修潮尚车载音乐	0	我就问网易云什么时候给我周杰伦的歌听
425811	单眼皮Rae	3	没了周杰伦的版权，现在这首歌都冲到榜首了[多多笑哭]
446063644	安逸的圆球	0	记得一次演唱会，然后周杰伦说，蔡依林是谁。。。。。
535408071	克里斯托弗桑德兰	1	我之前在班上放这首歌，结果班上的人都说难听。。。
1446687517	禕吉	0	导入云盘
246233436	一个高贵冷艳的昵称	2	有谁能写出这样一首歌，能吹一辈子了
435514016	春春卷Jessie	0	也是，没找到许愿池
90626731	0西瓜不懂柠檬的酸0	1	看我72变专辑，是我上高中就买的cd，虽然是盗版[色]
334130495	B-ahadir	0	那画面太美 我不敢看
97193114	Arcobaleeno	0	感觉都不像她的声线了。。。
88013701	爆破麦克	1	黄易云 唯一一首还有杰伦声音的音乐
339471495	逐鹿中原_	0	去年就没版权了，2个播放器很苦恼
361010359	愿你常驻我心丶	0	QQ音乐也没有啊？
441833865	又想吃肉肉啦	0	蔡依林阿
97193114	Arcobaleeno	0	这个唱歌的小孩儿是谁？？？？。。。。。
272564686	L忒修斯诺克	0	网易云没买版权
323716492	F君呀	0	是真的已经注销了嘛
113912085	大明湖畔吃馍馍	0	周董的歌怎么在这里没有几个有版权的？
446747151	生活在八零年代的九零后	0	说了一大堆 没怎么听懂
446747151	生活在八零年代的九零后	0	唯一遗憾的是没能参加周董的演唱会
385236937	北冥有鱼鲲鹏	0	尤其是刀郎，哥2004夏天边放牛边听收音机，每个台都放着他的歌，一眼万年，往事如烟。
385236937	北冥有鱼鲲鹏	0	还有刀郎的《冲动的惩罚》，林俊杰的《江南》，唐磊的《丁香花》，以及网络歌手一大推。神仙打架的一年。哥的青春，mp3刚流行的年代。
317048852	是你没错了-_	0	你这个也不错
69561063	__三少	1	哎……
358251796	離獨酌_	0	张灵玉小可爱QwQ
1428835087	风趣v	0	为什么版权没了啊
508799654	这个账号没注销哦	2	杰歌主页470多首歌 就前几首老歌能免费听
400486998	Acceptur	0	怎样在网易云听到周杰伦全集
1770559344	艾薇儿儿儿儿	0	都说没下一个周杰伦 ，我就是下一个
496743736	YamiDarkness	0	乖乖听歌多好 非要关心人家的私事 我也是醉了
579964549	小鱼干先叉会腰	0	合唱可听了？
551612733	IamPeterPark	0	哎
1637880691	年少有为kimi	1	一样鸭
95276727	李伯伯要当红军--	0	有一段间奏好像来自于止战之殇
95276727	李伯伯要当红军--	0	头像好评，这很日常
59960625	睡姿决定发型Seven	0	可怜的同龄（差一岁）…周董不懂事跟侯佩岑学会备受打击之后凤凰涅槃，正所谓女怕嫁错郎的真实版，你可以承认周董的成功掩盖了这些，但是你喜欢谁都不敢承认还到处私会坐实渣男。
353333077	爱捡灯笼的枣子哥	0	布拉格广场上有什么呀
107300032	希比1	0	难不成蔡徐坤练习生更好么  或者大碗宽面编曲有周杰伦棒呢
375999763	特种兵克劳德	4	等待周董的其它歌的版权
311542773	艾诺1	0	你没懂楼主意思，那画面太美
1460449370	i猫的树i	1	哈哈哈哈哈哈
403093565	_-__--__-___---__--__	2	-哟-哟-
1819077142	嘿嘿的旺仔	4	都多少年过去了，孩时听的歌还是这么好听。
1842676234	渡我世间罪恶	3	为什么周杰伦其它歌不能听？啊，好可惜，蛮喜欢的说
366376454	炸天帮徐缺-_	3	虽然没有版权的不能评论
366376454	炸天帮徐缺-_	4	我在其他app下载了周杰伦的歌之后放到网易云云盘，之后就能听了
366376454	炸天帮徐缺-_	3	现在我们有??你太美
446171912	看啊他好像一条狗啊	0	网易云没有版权啊，被腾讯买断了
473593103	孤芳自赏Aha	7	杰伦出新专辑之前再没版权的话真的就拜拜了，不管网易有多好用，对于一个资深杰迷来说听不了是很难过的
127442712	中华田园哈仙	0	2004年我出生[大哭]
358821958	季节微暖	0	为啥周杰伦的很多歌都听不了
299832313	Maigly	0	这个节奏真的很好听！！！
108279534	是一颗树阿	7	现在在网易云听周杰伦都要靠 蔡依林 温岚了
332987201	三字曰	3	隔壁最新一期热歌榜前300更新，杰伦上榜53首。
348821816	Franklee_	2	村民们在等待JAY
299573907	思成听你畅想未来	1	当时云村卖杰伦专辑貌似与人家有矛盾了
299573907	思成听你畅想未来	0	云村当时把Jay得罪了
124634040	梦偏冷凉初透	0	想起了小学抱着录音机和磁带的日子……那年夏天，应该是某个周六，爸妈不在家，我自由的把音量调到最大跟着节奏唱了起来。如今一切都不回去了。
1480905024	流浪的猫猫咪1806	0	我喜欢那个小孩子的说唱部分
91974865	那一线眼泪_欠大志	0	为什么你们能说话
121899653	他说Vi	0	不是能听也能评论么
254087367	S___BB	0	为什么你们不能听也能评论？
124156986	坐马桶发呆	0	我来回味了~~
116344680	一只小妖妖	4	我一直认为杰伦和依琳会结婚，然后生一个小孩，这小孩唱歌该有多厉害，然而只是想想罢了
1445857852	古城老巷____	0	你是从未来来的吧[惊恐]
77305849	浪里笑笑声	3	当年这张专辑直接让蔡依林封神
57817019	huigeniu	2	周杰伦歌曲怎么都下架了 谁干的 [怒][怒][怒][怒]
482818993	鱼恒缸	0	以前是真的美，现在是真的霉
324468450	iMzZzZZZZzz	0	云村没版权啊
1667605722	新羽x	2	太美好的事情总会让人害怕
323640215	苗半藏	0	为什么没有周杰伦别的歌。
392256171	搴珠箔	0	画面太美不敢看
110379411	请叫我杰Ge丶	5	@网易云音乐 什么时候把周杰伦周董的歌重新上架呀？云村的小伙伴们都很期待呀！
1309720430	半坡下	0	我也喜欢她手臂上的那个纹身
1309720430	半坡下	0	周杰伦和蔡依林，不管是身高，外形，年龄，名气，声线，各方面都是完美的一对，可惜还是没能走到最后
1309720430	半坡下	0	是啊，感觉都没以前的歌纯粹了
1309720430	半坡下	0	那都是我们的青春
1309720430	半坡下	0	都是我们的回忆，至少我们经历过那个美好的时代
250342997	假装是路人_	0	手牵手没有姓名吗[奸笑]
592995249	小whiTe爱RiRi	0	哈哈哈哈哈哈哈
1452561157	该评论已删除I	4	"以前最美的三行诗
作曲周杰伦
作词方文山
演唱蔡依林
现在play我呸"
1397085742	crazy_man_01	0	04年是华语乐坛的巅峰
349066145	林宇Royally	0	因为有过矛盾明白吗？不懂不要瞎说话
334580656	积木的时光	0	太过分了 那么多歌不能听
277463946	我的心已被你占满	0	谁可以找到周杰伦封面穿的那件外套袖子红色黑白相间的?
351951378	芝士很健康	0	我姐没啥不敢的哈哈哈
376649578	chaaaaa_	4	终于买回来几首歌了
86702176	versuki	0	不我相信她边唱边跳都绝对没问题的姐妹
347296007	小菠萝丁	1	谁有兰亭序啊，可以用其他歌换（在歌单里有。）[皱眉]
400563873	cx19931029	1	我一点都不想听这首歌 可我不得不承认这首歌的优秀
6554203	Eddy8985	0	哈哈哈，其实还是很棒的！我17年去了，感觉很赞
87076179	曼珠沙华开在彼岸	4	网易云音乐什么时候把周杰伦的歌版权买回来啊
372795285	V先生1808	2	我记得有人统计过，有周杰伦的播放器日活跃度会增加.百分之15，以前杰伦在网易云的时候粉丝活跃度播放量远超当时最红的薛之谦，周杰伦歌曲评论达到了800W多，远超第二名，网易云没周杰伦不会死，但没周杰伦是网易云最大的亏损
74886927	不吃肥yo	0	喜欢这个前奏
429995414	cherriz	0	"我才发现歌词里是，没有我你真的不习惯！
我感觉你应该会挺习惯的吧。"
425834341	逗比公子	2	网易云里面，周杰伦为数不多能听的歌
1787082207	VKIngOne	0	这个地方适合一个人的旅程
444976342	雨听闻	2	这是对周董乃至昆凌的不尊重[生病]
444976342	雨听闻	4	周董现在已经家庭美满了，和昆凌也十分恩爱。你说这话就过了吧？适度意淫好吧？
636789535	槐树谣	0	为啥周杰伦的歌不能听啊
270931194	AaKaNi	1	网易云为什么下架周杰伦的专辑？[怒][怒][怒]
345651648	井山_	2	提前下了杰伦音乐的我真机智
352341189	阳隼	2	是你一直留在原地罢了
377800473	纯白布拉拉	0	海盗，骑士精神也还有的~~
274462739	pengjianan	2	生活有点冷，别怕，我会偷偷给你开暖气
267566634	方丈法号戒色	2	你一边去ok？傻叉玩意，全家被人轮
443746086	_Aalways	0	好吧，那画面太美我不敢[呲牙]
287325445	LeonLee是狮子座的平凡人	0	你这个屁放的真是太臭了
469799983	开心的木子九	0	可能是风格类似吧……可能[惶恐]
304077305	Lingdingdong3012	0	还有，骑士精神和屋顶??
512140011	我很晚睡_	0	只有这一首了
1487484836	王红包呗	4	听这些歌犹如一种明天要上学的感觉
41648604	SS-GTX	0	少年时候曾经幻想有钱了之后去哪个MV的拍摄地圣地巡礼一下。后来过了几年上网吧下载了几张真的“布拉格广场”的高清图，对那个地方也就没什么兴趣了。十年前的事了。
278964615	温良恭谦辉辉	0	必须要给你点个赞[强]
624941531	无地自容OL	0	那画面太美我不敢看
271353935	智勇呀	0	也就只能听这个了，杰伦
1793556759	韩小GG	0	周杰伦几个意思，歌都不让听了
625674917	liu余悸	1	咋旋律有点像 贝多芬的忧伤
378295377	Sunshine晴子	0	我的青春啊……
1371809145	少年快跑吧	0	18岁真好
123663791	长长琦	0	这是唯一一个周董在云村的一首歌吗
55132603	織夢行雲y	1	当年下架前一个星期买了400块钱音乐包的现在还能听[大笑]网易云这手nb啊
1636833200	沉醉不知酒味	0	那时候是磁带听的，这张专辑是粉色系的，Jolin真的美得像受宠的小公主，那时候模仿她手臂上的纹身图案，反复画。那是我回不去的青春啊！
1689967240	惜涧	0	然而经常听他歌的人并没有那么多，大多数都是路人粉罢了，反正我是隔一段时间听一次，他的歌听多了容易疲劳
316819451	HXm1234567890	10	管你是中考的，高考的，考研的，考证的，考公务员的，看到这个评论的都逢考必过！！！
289375542	u因为我是周杰伦	4	lj网易云迟早因为版权凉凉
277260729	_安室透	0	暗黑三部曲是什么？？能普及一下么
52124506	猪改改_	0	那画面太美我不敢看的出处？
411871616	实现并毁我所愿	0	你的浪漫是否多久都一样
509556060	SATAVAANGiiCiA乐依尸VS黄承明01	1	好
509556060	SATAVAANGiiCiA乐依尸VS黄承明01	1	好听
6554203	Eddy8985	0	哈哈哈，真爱！所以布拉格广场去了吗。。
346988851	MayStarrySky	0	有第一个就会有第二个，反正我是因为这个开了绿钻了
41648604	SS-GTX	4	2004，2005年我听这首歌的磁带时候，从来没想过在十五年后，在凌晨2点，我再次在网易云听到这首歌，还会有昨天刚过来评论的网友。
41648604	SS-GTX	2	不是Jolin。CD或者磁带带的歌词本上有这个rap和声的女孩的名字。
41648604	SS-GTX	0	同复读机。这首歌，我估计听了3000遍以上了
98945287	mrcv	1	那只鸡太美我不敢看
1400816577	ly仙女吖	0	04年我出生了哈哈哈
271682542	雾与银河	3	唉，杰伦的歌版权太少了。。。又不喜欢其他APP
1601446586	写给谁的词	1	如果有一天我带一个女生去听周杰伦的演唱会，说明她对我很重要，因为我带她听的不是周杰伦的歌，而是我的整个青春。
572981398	MIGICX	0	一边去
309330076	紫怨紫怨丶	8	我开这黑胶VIP有何用
311437225	閒蔡	0	是！(我猜)
1392326782	蔡云逸	1	这里rap的娃娃音不会是蔡依林吧
1392326782	蔡云逸	0	你表情是认真的吗
1392326782	蔡云逸	0	好老的段子
369182972	忒卜哟	0	这是故事最后的答案………
260192693	半夜萌初透	0	不是少，而是根本没有
41570428	小豬der不der	1	捷克留学狗明确表示 布拉格广场没有许愿池 只有人人人。况且也不叫布拉格广场，叫老城广场。
1625632090	猜猜我是谁181005	0	周杰伦的版权这么少？
1548100127	半城氵烟沙	0	好的古典音乐自然不比外国差，但因为难以流传，传唱，久而久之，就没多少人记得了??
308098061	对不起插个嘴	0	对 虽然现在听他的歌要钱 但我还是冲会员了 毕竟隔三差五就得听听 没会员不行啊
1800695176	阿杰1120	0	刚刚路上看到一个浑身脏兮兮的男孩，眼睛一直盯着路上一个小女孩手里拿着的牛奶。小女孩喝完了把牛奶随手一丢，那个小男孩赶忙过去蹲下捡起地上的牛奶，并放进嘴里。看到这个画面我鼻子不禁一酸，刚想拉起男孩，就看见他把盒子吹得鼓鼓的放在地上猛地一脚下去“砰!”他马的吓老子一跳![大哭]
362388105	王大潴	0	惹
1689967240	惜涧	1	呵呵，你太小看网易云了，周杰伦对网易云来说没你想的那么重要
403025074	丶Adrien	0	大家可以把杰伦的歌存到云盘里面，但是要先下到手机里面
1382751951	devil立刻有	0	嗯我生的哈哈哈哈
17568983	XilongC	0	没有周的版权
99013610	吉吉吉吉吉吉儿丶	2	在这里寻找杰伦的声音
562654020	强强的小尾巴	2	问一下，为什么周杰伦演唱会那么多歌都听不了？
308366773	夕曦惜	0	为何不敢听
104350820	笨笨很笨笨	0	修道士都告诉你是梦了 梦醒来后啥都没有
296747305	汽水妹妹的白山茶丶	2	周杰伦这三个字就值得充钱
485253995	舟呀呀呀	3	周杰伦所有歌都听不了。。开vip有什么用[汗]
92943784	H慢半拍菇凉	0	耳机里突然听到杰伦的声音，激动得以为网易云终于可以重新听到他的歌了，点开，哭啊[流泪]
346988851	MayStarrySky	7	网易云音乐没有杰伦版权会死的
247893911	一九零五年	0	Apple Music全有
1503434580	列列夫尼古拉耶维奇托尔斯泰	0	周杰伦很多歌都怎么听不了
425089245	DDo__努力努力再努力	0	网易自己作死弄没了，活该
45341228	钳乾前虔钱	0	有一说一，周杰伦的歌都开始坐地起价了，其他平台非vip还听不了
318100130	安妮xin	2	好奇是怎么没的，能说说吗
267566634	方丈法号戒色	2	支持收费，支持正版，，己经免费了这么多年了，以前听歌还得买CD呢，一个月才几块，不想付费的不听不就行了，需要在这叫？某扣直接充了年费了，愿意付费的多了去了
572981398	MIGICX	1	现在周杰伦的歌都收费了。听个鸟啊
1548644199	strongerthanIwas666	1	那年高一，军训，出的七里香
549635502	Lilqk8	1	我杰伦的歌呢
501314062	无涯忆天依	0	怎么没的啊
1715643301	往昔181226	0	修道士说no
252506665	X依贰叁	0	回忆杀
1770559344	艾薇儿儿儿儿	0	周杰伦的梯田加爸我回来了，后面那段不是说比来比去，他在讲周杰伦最牛逼，说的事实，就跟皇帝一样，我tm还用比吗？辣鸡们，就这么简单，我不要求你们懂，要求思考，是不是，都在比较你们也不理解，爱用这段话说不要比，但是周杰伦的意思是我最牛逼，你们懂了吧，尽情吹牛逼把，为什么，这说的事实，对
359812318	掩柴扉	0	看看
1378434915	imsungirl	1	小学听过她的很多歌的我路过
264564619	凉拌风子	0	实实在在
1786088009	星星Jeff潘	1	2004年是神奇的一年，那年有周杰伦的七里香，飞儿乐团的我们的爱，张韶涵的寓言，蔡依林的爱情三十六计，林俊杰的江南，梁静茹的宁夏，五月天的倔强，孙燕姿的我也很想他，王菲的旋木，SHE的波斯猫，王心凌的爱你，陈绮贞的旅行的意义，王力宏的心中的日月……都是青春的记忆……
34522974	萧润曦	2	伦妹 我好想你
250461580	24K纯萌_	0	网易云
1735710893	杉還	1	妈呀妈呀？五年了？这楼主还在？活的，妈呀！
572448452	Chen_jhao	1	希望你了解一下版权是怎么没的
1431146612	月亮伴侣星	1	很多歌曲网易都听不到了
1336594977	宇都宫的玛丽苏	3	2019.05.05
351405078	丶思小雅	2	周董的暗黑三部曲都不能听了，希望网易加油，虽然扫描本地后还能用，但是不能评论什么鬼。
351405078	丶思小雅	3	周董的老多歌网易都没有版，难受，我觉得网易应该加油了，不要输给某q
512441706	9990707	2	网易  这方面我觉得你很弱
33504693	蚂蚁蚂蚁蜻蜓	0	臭道士说no
529298766	君枭丶	0	听前奏还以为是简单爱
1578000529	__蔚慕风	0	啊啊发馊
436460300	Cookie_boss	1	真的是小时候的回忆
589290625	mtdya77	0	这次可以评论了
607981111	湖南陈粒	0	我认为是我认为。
1397427370	明爱笑的男孩	0	一点都不好听
1448638551	千般爱丶只向一人	1	来听这首歌的 都是聊Jay。 有时候错过了就是一辈子
453651361	JayTayTaylor	0	感觉从来没有双方承认过，他们之间怎么样他们自己清楚，我们只是粉丝没必要按头说哪一方对不起谁吧
475997372	a李毛毛	6	突然周杰伦的歌都下架了，还有点不适应，过分了哈
340820195	孤独成瘾音乐为絆	0	还好我下了五十多首歌
340820195	孤独成瘾音乐为絆	1	好听啊
408177728	花见Tp	34	"人 的 欲 望 会 随 年 龄 增 长。
小 时 候
从 三 级 台 阶 一 跃 而 下 就 能 得 到 快 乐
长 大 了 需 要 从 八 楼。 ??"
273022112	不停心动	0	周杰伦在惊叹号的时候就已经尝试电音了，那时候还要被吐槽，结果现在流行起来电音了……
273022112	不停心动	0	因为他有一颗粉红色的少女心
481545027	周周周周周周周周二	0	没有的
1440655546	黄撸马	0	结局就是我结账你煮汤
1766938169	CuHillD	0	是蔡依翎！
401693318	何蓝an	2	为什么又没有了版权！！！！！
98948037	EverGlowCat	0	一不小心真相就被你发现了
1713755473	晓云儿_Li	0	热吧好像是个女的叫迪丽热巴，子韬可能是男的叫黄子韬？杨颖是谁，吴亦凡又是哪个？我记得《琅琊榜》里面的小飞流是吴磊演的。
1335479672	o海王星o	0	网易云竟然还有周董的版权？我以为什么版权都没有呢
34625113	Love小xxxxxx	1	不管到什么时候，我永远站双J，这是我的青春
303501551	丨没有脚丶鸟	0	有女朋友，小区公园的荷塘也会是许愿池。
564360977	你的骑士-	0	可能是我们两个帅
247525578	傲娇冰块脸	1	十几年的老粉表示很心痛
264495313	luyang_yang	2	我已经买了音乐包了，所以快把jay chou买来吧
308098061	对不起插个嘴	0	我爱周杰伦 一年多了 网易云啥时候把版权买下来啊！！！！
308098061	对不起插个嘴	1	心碎
98948037	EverGlowCat	0	我也可以，我有丶搞不懂
1337364639	不指教了各自牛逼	0	好想送你上去
130842502	人生初见H	0	竟然还可以听？！？？
402603067	啦啦何	0	你这喷法够新颖啊
564360977	你的骑士-	0	没有，以前下载那些人也不可以听
313486335	尘沉CC	1	你这黑谁呢？
609616427	路明非同小可	0	哈哈，我也喜欢抄歌词
378643179	俏毛君SN	0	以后会有周董的歌了吗
406251453	姑苏蓝氏----	0	02年大部分听过
1571546879	Meuqsine	5	这首歌挺好，可惜唱功太差，表现力不行，如果让鹿晗，热吧，子韬，俊凯，亦凡，晓明，徐坤，提莫…随便一个人来唱，效果都会好的多，毕竟有句话这么说的：有华人的地方，就有杨颖的歌声。
271087351	JANEBEH	2	???她可敢听 不敢听的是cpf
490270648	随心所欲的双子	0	太忧伤了，好多歌都听不了
250245700	六月烟雨中	1	谈下来了？
100660553	不嗨你报警ii	1	听到这歌就会想起初恋，即使已经分开快十年了[多多大哭]
266548072	师傅问一下	0	还有刀马旦，跟别人合唱的
266548072	师傅问一下	0	和别人合唱的还有
266548072	师傅问一下	0	是的
266548072	师傅问一下	0	这首歌很适合夏日下午听
311437225	閒蔡	1	哈哈哈哈哈
1718401063	莴笋特肥	1	就算现在谁还能写出这样的曲子
1329384851	做人呢-开心最重要	0	下载了的吧
16607068	dancewithwater	0	终于把jay周的版权谈下来了[大哭]
1288127804	用户1288127804	0	咕米有可以听
295442977	天青色等烟雨_________	0	周杰伦的歌都要会员，我不愿意在别的平台开会员，如果你有版权早就开年费了[多多难过]
